Survived,Age,SibSp,Parch,Fare,Cabin,Pclass_1,Pclass_2,Pclass_3,Sex_male,Embarked_C,Embarked_Q,Embarked_S
0,38.0,0,0,0.0,Unknown,True,False,False,True,False,False,True
1,27.0,0,1,12.475,E121,False,False,True,False,False,False,True
0,2.0,4,1,39.6875,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,6.95,Unknown,False,False,True,True,False,True,False
0,29.69911764705882,0,0,56.4958,Unknown,False,False,True,True,False,False,True
1,1.0,0,2,37.0042,Unknown,False,True,False,True,True,False,False
1,29.69911764705882,0,0,7.75,Unknown,False,False,True,True,False,True,False
1,62.0,0,0,80.0,B28,True,False,False,False,False,False,True
1,15.0,1,0,14.4542,Unknown,False,False,True,False,True,False,False
1,0.83,1,1,18.75,Unknown,False,True,False,True,False,False,True
0,29.69911764705882,0,0,7.2292,Unknown,False,False,True,True,True,False,False
0,23.0,0,0,7.8542,Unknown,False,False,True,True,False,False,True
0,18.0,0,0,8.3,Unknown,False,False,True,True,False,False,True
1,39.0,1,1,83.1583,E49,True,False,False,False,True,False,False
0,21.0,0,0,8.6625,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,8.05,Unknown,False,False,True,True,False,False,True
1,32.0,0,0,56.4958,Unknown,False,False,True,True,False,False,True
1,29.69911764705882,0,0,29.7,C47,True,False,False,True,True,False,False
0,20.0,0,0,7.925,Unknown,False,False,True,True,False,False,True
0,16.0,0,0,10.5,Unknown,False,True,False,True,False,False,True
1,30.0,0,0,31.0,Unknown,True,False,False,False,True,False,False
0,34.5,0,0,6.4375,Unknown,False,False,True,True,True,False,False
0,17.0,0,0,8.6625,Unknown,False,False,True,True,False,False,True
0,42.0,0,0,7.55,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,8,2,69.55,Unknown,False,False,True,True,False,False,True
0,35.0,0,0,7.8958,Unknown,False,False,True,True,True,False,False
0,28.0,0,1,33.0,Unknown,False,True,False,True,False,False,True
1,29.69911764705882,1,0,89.1042,C92,True,False,False,False,True,False,False
0,4.0,4,2,31.275,Unknown,False,False,True,True,False,False,True
0,74.0,0,0,7.775,Unknown,False,False,True,True,False,False,True
0,9.0,1,1,15.2458,Unknown,False,False,True,False,True,False,False
1,16.0,0,1,39.4,D28,True,False,False,False,False,False,True
0,44.0,1,0,26.0,Unknown,False,True,False,False,False,False,True
1,18.0,0,1,9.35,Unknown,False,False,True,False,False,False,True
1,45.0,1,1,164.8667,Unknown,True,False,False,False,False,False,True
1,51.0,0,0,26.55,E17,True,False,False,True,False,False,True
1,24.0,0,3,19.2583,Unknown,False,False,True,False,True,False,False
0,29.69911764705882,0,0,7.2292,Unknown,False,False,True,True,True,False,False
0,41.0,2,0,14.1083,Unknown,False,False,True,True,False,False,True
0,21.0,1,0,11.5,Unknown,False,True,False,True,False,False,True
1,48.0,0,0,25.9292,D17,True,False,False,False,False,False,True
0,29.69911764705882,8,2,69.55,Unknown,False,False,True,False,False,False,True
0,24.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
1,42.0,0,0,13.0,Unknown,False,True,False,False,False,False,True
1,27.0,1,0,13.8583,Unknown,False,True,False,False,True,False,False
0,31.0,0,0,50.4958,A24,True,False,False,True,False,False,True
0,29.69911764705882,0,0,9.5,Unknown,False,False,True,True,False,False,True
1,4.0,1,1,11.1333,Unknown,False,False,True,True,False,False,True
0,26.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,47.0,1,1,52.5542,D35,True,False,False,False,False,False,True
0,33.0,0,0,5.0,B51 B53 B55,True,False,False,True,False,False,True
0,47.0,0,0,9.0,Unknown,False,False,True,True,False,False,True
1,28.0,1,0,24.0,Unknown,False,True,False,False,True,False,False
1,15.0,0,0,7.225,Unknown,False,False,True,False,True,False,False
0,20.0,0,0,9.8458,Unknown,False,False,True,True,False,False,True
0,19.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,29.69911764705882,0,0,7.8958,Unknown,False,False,True,True,False,False,True
1,56.0,0,1,83.1583,C50,True,False,False,False,True,False,False
1,25.0,0,1,26.0,Unknown,False,True,False,False,False,False,True
0,33.0,0,0,7.8958,Unknown,False,False,True,True,False,False,True
0,22.0,0,0,10.5167,Unknown,False,False,True,False,False,False,True
0,28.0,0,0,10.5,Unknown,False,True,False,True,False,False,True
0,25.0,0,0,7.05,Unknown,False,False,True,True,False,False,True
0,39.0,0,5,29.125,Unknown,False,False,True,False,False,True,False
0,27.0,0,0,13.0,Unknown,False,True,False,True,False,False,True
1,19.0,0,0,30.0,B42,True,False,False,False,False,False,True
0,29.69911764705882,1,2,23.45,Unknown,False,False,True,False,False,False,True
1,26.0,0,0,30.0,C148,True,False,False,True,True,False,False
0,32.0,0,0,7.75,Unknown,False,False,True,True,False,True,False
